1,0,0
1,572.188365650969,254.328254847644
2,2083.26869806094,3321.82132963989
2,2294.81994459834,3624.03739612188
2,2581.92520775623,3835.58864265928
2,2778.36565096953,4092.47229916897
2,2763.25484764543,4409.79916897507
2,2627.25761772853,4712.01523545706
2,2944.58448753463,4968.89889196676
3,5044.98614958449,3880.92105263158
3,4757.88088642659,4394.68836565097
3,4455.6648199446,4938.67728531856
3,4198.7811634349,5467.55540166205
3,3911.67590027701,5920.87950138504
3,3911.67590027701,6071.98753462604
4,3050.36011080332,2596.5027700831
4,3821.01108033241,3246.26731301939
